"","var","varDescrip","module"
"688","sh03_21","relationship to head","hh"
"689","sh03_22","relationship to head","hh"
"690","sh11_01","eligible children 0-5 years","hh"
"691","sh11_02","eligible children 0-5 years","hh"
"692","sh11_03","eligible children 0-5 years","hh"
"693","sh11_04","eligible children 0-5 years","hh"
"694","sh11_05","eligible children 0-5 years","hh"
"695","sh11_06","eligible children 0-5 years","hh"
"696","sh11_07","eligible children 0-5 years","hh"
"697","sh11_08","eligible children 0-5 years","hh"
"698","sh11_09","eligible children 0-5 years","hh"
"699","sh11_10","eligible children 0-5 years","hh"
"700","sh11_11","eligible children 0-5 years","hh"
"701","sh11_12","eligible children 0-5 years","hh"
"702","sh11_13","eligible children 0-5 years","hh"
"703","sh11_14","eligible children 0-5 years","hh"
"704","sh11_15","eligible children 0-5 years","hh"
"705","sh11_16","eligible children 0-5 years","hh"
"706","sh11_17","eligible children 0-5 years","hh"
"707","sh11_18","eligible children 0-5 years","hh"
"708","sh11_19","eligible children 0-5 years","hh"
"709","sh11_20","eligible children 0-5 years","hh"
"710","sh11_21","eligible children 0-5 years","hh"
"711","sh11_22","eligible children 0-5 years","hh"
"712","sh11a_01","eligible children 0-14 years","hh"
"713","sh11a_02","eligible children 0-14 years","hh"
"714","sh11a_03","eligible children 0-14 years","hh"
"715","sh11a_04","eligible children 0-14 years","hh"
"716","sh11a_05","eligible children 0-14 years","hh"
"717","sh11a_06","eligible children 0-14 years","hh"
"718","sh11a_07","eligible children 0-14 years","hh"
"719","sh11a_08","eligible children 0-14 years","hh"
"720","sh11a_09","eligible children 0-14 years","hh"
"721","sh11a_10","eligible children 0-14 years","hh"
"722","sh11a_11","eligible children 0-14 years","hh"
"723","sh11a_12","eligible children 0-14 years","hh"
"724","sh11a_13","eligible children 0-14 years","hh"
"725","sh11a_14","eligible children 0-14 years","hh"
"726","sh11a_15","eligible children 0-14 years","hh"
"727","sh11a_16","eligible children 0-14 years","hh"
"728","sh11a_17","eligible children 0-14 years","hh"
"729","sh11a_18","eligible children 0-14 years","hh"
"730","sh11a_19","eligible children 0-14 years","hh"
"731","sh11a_20","eligible children 0-14 years","hh"
"732","sh11a_21","eligible children 0-14 years","hh"
"733","sh11a_22","eligible children 0-14 years","hh"
"734","sh17a_01","level of education attended 3 yrs or older","hh"
"735","sh17a_02","level of education attended 3 yrs or older","hh"
"736","sh17a_03","level of education attended 3 yrs or older","hh"
"737","sh17a_04","level of education attended 3 yrs or older","hh"
"738","sh17a_05","level of education attended 3 yrs or older","hh"
"739","sh17a_06","level of education attended 3 yrs or older","hh"
"740","sh17a_07","level of education attended 3 yrs or older","hh"
"741","sh17a_08","level of education attended 3 yrs or older","hh"
"742","sh17a_09","level of education attended 3 yrs or older","hh"
"743","sh17a_10","level of education attended 3 yrs or older","hh"
"744","sh17a_11","level of education attended 3 yrs or older","hh"
"745","sh17a_12","level of education attended 3 yrs or older","hh"
"746","sh17a_13","level of education attended 3 yrs or older","hh"
"747","sh17a_14","level of education attended 3 yrs or older","hh"
"748","sh17a_15","level of education attended 3 yrs or older","hh"
"749","sh17a_16","level of education attended 3 yrs or older","hh"
"750","sh17a_17","level of education attended 3 yrs or older","hh"
"751","sh17a_18","level of education attended 3 yrs or older","hh"
"752","sh17a_19","level of education attended 3 yrs or older","hh"
"753","sh17a_20","level of education attended 3 yrs or older","hh"
"754","sh17a_21","level of education attended 3 yrs or older","hh"
"755","sh17a_22","level of education attended 3 yrs or older","hh"
"756","sh17b_01","highest grade completed 3 yrs or older","hh"
"757","sh17b_02","highest grade completed 3 yrs or older","hh"
"758","sh17b_03","highest grade completed 3 yrs or older","hh"
"759","sh17b_04","highest grade completed 3 yrs or older","hh"
"760","sh17b_05","highest grade completed 3 yrs or older","hh"
"761","sh17b_06","highest grade completed 3 yrs or older","hh"
"762","sh17b_07","highest grade completed 3 yrs or older","hh"
"763","sh17b_08","highest grade completed 3 yrs or older","hh"
"764","sh17b_09","highest grade completed 3 yrs or older","hh"
"765","sh17b_10","highest grade completed 3 yrs or older","hh"
"766","sh17b_11","highest grade completed 3 yrs or older","hh"
"767","sh17b_12","highest grade completed 3 yrs or older","hh"
"768","sh17b_13","highest grade completed 3 yrs or older","hh"
"769","sh17b_14","highest grade completed 3 yrs or older","hh"
"770","sh17b_15","highest grade completed 3 yrs or older","hh"
"771","sh17b_16","highest grade completed 3 yrs or older","hh"
"772","sh17b_17","highest grade completed 3 yrs or older","hh"
"773","sh17b_18","highest grade completed 3 yrs or older","hh"
"774","sh17b_19","highest grade completed 3 yrs or older","hh"
"775","sh17b_20","highest grade completed 3 yrs or older","hh"
"776","sh17b_21","highest grade completed 3 yrs or older","hh"
"777","sh17b_22","highest grade completed 3 yrs or older","hh"
"778","sh19a_01","level of education attending 3-24 yrs old","hh"
"779","sh19a_02","level of education attending 3-24 yrs old","hh"
"780","sh19a_03","level of education attending 3-24 yrs old","hh"
"781","sh19a_04","level of education attending 3-24 yrs old","hh"
"782","sh19a_05","level of education attending 3-24 yrs old","hh"
"783","sh19a_06","level of education attending 3-24 yrs old","hh"
"784","sh19a_07","level of education attending 3-24 yrs old","hh"
"785","sh19a_08","level of education attending 3-24 yrs old","hh"
"786","sh19a_09","level of education attending 3-24 yrs old","hh"
"787","sh19a_10","level of education attending 3-24 yrs old","hh"
"788","sh19a_11","level of education attending 3-24 yrs old","hh"
"789","sh19a_12","level of education attending 3-24 yrs old","hh"
"790","sh19a_13","level of education attending 3-24 yrs old","hh"
"791","sh19a_14","level of education attending 3-24 yrs old","hh"
"792","sh19a_15","level of education attending 3-24 yrs old","hh"
"793","sh19a_16","level of education attending 3-24 yrs old","hh"
"794","sh19a_17","level of education attending 3-24 yrs old","hh"
"795","sh19a_18","level of education attending 3-24 yrs old","hh"
"796","sh19a_19","level of education attending 3-24 yrs old","hh"
"797","sh19a_20","level of education attending 3-24 yrs old","hh"
"798","sh19a_21","level of education attending 3-24 yrs old","hh"
"799","sh19a_22","level of education attending 3-24 yrs old","hh"
"800","sh19b_01","grade attending 3-24 yrs old","hh"
"801","sh19b_02","grade attending 3-24 yrs old","hh"
"802","sh19b_03","grade attending 3-24 yrs old","hh"
"803","sh19b_04","grade attending 3-24 yrs old","hh"
"804","sh19b_05","grade attending 3-24 yrs old","hh"
"805","sh19b_06","grade attending 3-24 yrs old","hh"
"806","sh19b_07","grade attending 3-24 yrs old","hh"
"807","sh19b_08","grade attending 3-24 yrs old","hh"
"808","sh19b_09","grade attending 3-24 yrs old","hh"
"809","sh19b_10","grade attending 3-24 yrs old","hh"
"810","sh19b_11","grade attending 3-24 yrs old","hh"
"811","sh19b_12","grade attending 3-24 yrs old","hh"
"812","sh19b_13","grade attending 3-24 yrs old","hh"
"813","sh19b_14","grade attending 3-24 yrs old","hh"
"814","sh19b_15","grade attending 3-24 yrs old","hh"
"815","sh19b_16","grade attending 3-24 yrs old","hh"
"816","sh19b_17","grade attending 3-24 yrs old","hh"
"817","sh19b_18","grade attending 3-24 yrs old","hh"
"818","sh19b_19","grade attending 3-24 yrs old","hh"
"819","sh19b_20","grade attending 3-24 yrs old","hh"
"820","sh19b_21","grade attending 3-24 yrs old","hh"
"821","sh19b_22","grade attending 3-24 yrs old","hh"
"822","sh21_01","covered by health insurance","hh"
"823","sh21_02","covered by health insurance","hh"
"824","sh21_03","covered by health insurance","hh"
"825","sh21_04","covered by health insurance","hh"
"826","sh21_05","covered by health insurance","hh"
"827","sh21_06","covered by health insurance","hh"
"828","sh21_07","covered by health insurance","hh"
"829","sh21_08","covered by health insurance","hh"
"830","sh21_09","covered by health insurance","hh"
"831","sh21_10","covered by health insurance","hh"
"832","sh21_11","covered by health insurance","hh"
"833","sh21_12","covered by health insurance","hh"
"834","sh21_13","covered by health insurance","hh"
"835","sh21_14","covered by health insurance","hh"
"836","sh21_15","covered by health insurance","hh"
"837","sh21_16","covered by health insurance","hh"
"838","sh21_17","covered by health insurance","hh"
"839","sh21_18","covered by health insurance","hh"
"840","sh21_19","covered by health insurance","hh"
"841","sh21_20","covered by health insurance","hh"
"842","sh21_21","covered by health insurance","hh"
"843","sh21_22","covered by health insurance","hh"
"844","sh22_01","main type of health insurance","hh"
"845","sh22_02","main type of health insurance","hh"
"846","sh22_03","main type of health insurance","hh"
"847","sh22_04","main type of health insurance","hh"
"848","sh22_05","main type of health insurance","hh"
"849","sh22_06","main type of health insurance","hh"
"850","sh22_07","main type of health insurance","hh"
"851","sh22_08","main type of health insurance","hh"
"852","sh22_09","main type of health insurance","hh"
"853","sh22_10","main type of health insurance","hh"
"854","sh22_11","main type of health insurance","hh"
"855","sh22_12","main type of health insurance","hh"
"856","sh22_13","main type of health insurance","hh"
"857","sh22_14","main type of health insurance","hh"
"858","sh22_15","main type of health insurance","hh"
"859","sh22_16","main type of health insurance","hh"
"860","sh22_17","main type of health insurance","hh"
"861","sh22_18","main type of health insurance","hh"
"862","sh22_19","main type of health insurance","hh"
"863","sh22_20","main type of health insurance","hh"
"864","sh22_21","main type of health insurance","hh"
"865","sh22_22","main type of health insurance","hh"
"866","sh23_01","currently smoke 7 yrs or older","hh"
"867","sh23_02","currently smoke 7 yrs or older","hh"
"868","sh23_03","currently smoke 7 yrs or older","hh"
"869","sh23_04","currently smoke 7 yrs or older","hh"
"870","sh23_05","currently smoke 7 yrs or older","hh"
"871","sh23_06","currently smoke 7 yrs or older","hh"
"872","sh23_07","currently smoke 7 yrs or older","hh"
"873","sh23_08","currently smoke 7 yrs or older","hh"
"874","sh23_09","currently smoke 7 yrs or older","hh"
"875","sh23_10","currently smoke 7 yrs or older","hh"
"876","sh23_11","currently smoke 7 yrs or older","hh"
"877","sh23_12","currently smoke 7 yrs or older","hh"
"878","sh23_13","currently smoke 7 yrs or older","hh"
"879","sh23_14","currently smoke 7 yrs or older","hh"
"880","sh23_15","currently smoke 7 yrs or older","hh"
"881","sh23_16","currently smoke 7 yrs or older","hh"
"882","sh23_17","currently smoke 7 yrs or older","hh"
"883","sh23_18","currently smoke 7 yrs or older","hh"
"884","sh23_19","currently smoke 7 yrs or older","hh"
"885","sh23_20","currently smoke 7 yrs or older","hh"
"886","sh23_21","currently smoke 7 yrs or older","hh"
"887","sh23_22","currently smoke 7 yrs or older","hh"
"888","ha0_1","index to household schedule","hh"
"889","ha0_2","index to household schedule","hh"
"890","ha0_3","index to household schedule","hh"
"891","ha0_4","index to household schedule","hh"
"892","ha0_5","index to household schedule","hh"
"893","ha0_6","index to household schedule","hh"
"894","ha0_7","index to household schedule","hh"
"895","ha1_1","woman's age in years","hh"
"896","ha1_2","woman's age in years","hh"
"897","ha1_3","woman's age in years","hh"
"898","ha1_4","woman's age in years","hh"
"899","ha1_5","woman's age in years","hh"
"900","ha1_6","woman's age in years","hh"
"901","ha1_7","woman's age in years","hh"
"902","ha2_1","woman's weight in kilograms (1 decimal)","hh"
"903","ha2_2","woman's weight in kilograms (1 decimal)","hh"
"904","ha2_3","woman's weight in kilograms (1 decimal)","hh"
"905","ha2_4","woman's weight in kilograms (1 decimal)","hh"
"906","ha2_5","woman's weight in kilograms (1 decimal)","hh"
"907","ha2_6","woman's weight in kilograms (1 decimal)","hh"
"908","ha2_7","woman's weight in kilograms (1 decimal)","hh"
"909","ha3_1","woman's height in centimeters (1 decimal)","hh"
"910","ha3_2","woman's height in centimeters (1 decimal)","hh"
"911","ha3_3","woman's height in centimeters (1 decimal)","hh"
"912","ha3_4","woman's height in centimeters (1 decimal)","hh"
"913","ha3_5","woman's height in centimeters (1 decimal)","hh"
"914","ha3_6","woman's height in centimeters (1 decimal)","hh"
"915","ha3_7","woman's height in centimeters (1 decimal)","hh"
"916","ha4_1","height/age percentile","hh"
"917","ha4_2","height/age percentile","hh"
"918","ha4_3","height/age percentile","hh"
"919","ha4_4","height/age percentile","hh"
"920","ha4_5","height/age percentile","hh"
"921","ha4_6","height/age percentile","hh"
"922","ha4_7","height/age percentile","hh"
"923","ha5_1","height/age standard deviation","hh"
"924","ha5_2","height/age standard deviation","hh"
"925","ha5_3","height/age standard deviation","hh"
"926","ha5_4","height/age standard deviation","hh"
"927","ha5_5","height/age standard deviation","hh"
"928","ha5_6","height/age standard deviation","hh"
"929","ha5_7","height/age standard deviation","hh"
"930","ha6_1","height/age percent ref. median","hh"
"931","ha6_2","height/age percent ref. median","hh"
"932","ha6_3","height/age percent ref. median","hh"
"933","ha6_4","height/age percent ref. median","hh"
"934","ha6_5","height/age percent ref. median","hh"
"935","ha6_6","height/age percent ref. median","hh"
"936","ha6_7","height/age percent ref. median","hh"
"937","ha11_1","weight/height standard deviation (dhs)","hh"
"938","ha11_2","weight/height standard deviation (dhs)","hh"
"939","ha11_3","weight/height standard deviation (dhs)","hh"
"940","ha11_4","weight/height standard deviation (dhs)","hh"
"941","ha11_5","weight/height standard deviation (dhs)","hh"
"942","ha11_6","weight/height standard deviation (dhs)","hh"
"943","ha11_7","weight/height standard deviation (dhs)","hh"
"944","ha12_1","weight/height percent ref. median (dhs)","hh"
"945","ha12_2","weight/height percent ref. median (dhs)","hh"
"946","ha12_3","weight/height percent ref. median (dhs)","hh"
"947","ha12_4","weight/height percent ref. median (dhs)","hh"
"948","ha12_5","weight/height percent ref. median (dhs)","hh"
"949","ha12_6","weight/height percent ref. median (dhs)","hh"
"950","ha12_7","weight/height percent ref. median (dhs)","hh"
"951","ha12a_1","weight/height percent ref. median (fog)","hh"
"952","ha12a_2","weight/height percent ref. median (fog)","hh"
"953","ha12a_3","weight/height percent ref. median (fog)","hh"
"954","ha12a_4","weight/height percent ref. median (fog)","hh"
"955","ha12a_5","weight/height percent ref. median (fog)","hh"
"956","ha12a_6","weight/height percent ref. median (fog)","hh"
"957","ha12a_7","weight/height percent ref. median (fog)","hh"
"958","ha12b_1","weight/height percent ref. median (who)","hh"
"959","ha12b_2","weight/height percent ref. median (who)","hh"
"960","ha12b_3","weight/height percent ref. median (who)","hh"
"961","ha12b_4","weight/height percent ref. median (who)","hh"
"962","ha12b_5","weight/height percent ref. median (who)","hh"
"963","ha12b_6","weight/height percent ref. median (who)","hh"
"964","ha12b_7","weight/height percent ref. median (who)","hh"
"965","ha13_1","result of measurement - height/weight","hh"
"966","ha13_2","result of measurement - height/weight","hh"
"967","ha13_3","result of measurement - height/weight","hh"
"968","ha13_4","result of measurement - height/weight","hh"
"969","ha13_5","result of measurement - height/weight","hh"
"970","ha13_6","result of measurement - height/weight","hh"
"971","ha13_7","result of measurement - height/weight","hh"
"972","ha32_1","date of birth (cmc)","hh"
"973","ha32_2","date of birth (cmc)","hh"
"974","ha32_3","date of birth (cmc)","hh"
"975","ha32_4","date of birth (cmc)","hh"
"976","ha32_5","date of birth (cmc)","hh"
"977","ha32_6","date of birth (cmc)","hh"
"978","ha32_7","date of birth (cmc)","hh"
"979","ha33_1","completeness of ha32 information","hh"
"980","ha33_2","completeness of ha32 information","hh"
"981","ha33_3","completeness of ha32 information","hh"
"982","ha33_4","completeness of ha32 information","hh"
"983","ha33_5","completeness of ha32 information","hh"
"984","ha33_6","completeness of ha32 information","hh"
"985","ha33_7","completeness of ha32 information","hh"
"986","ha35_1","smoking (cigarettes in last 24 hours)","hh"
"987","ha35_2","smoking (cigarettes in last 24 hours)","hh"
"988","ha35_3","smoking (cigarettes in last 24 hours)","hh"
"989","ha35_4","smoking (cigarettes in last 24 hours)","hh"
"990","ha35_5","smoking (cigarettes in last 24 hours)","hh"
"991","ha35_6","smoking (cigarettes in last 24 hours)","hh"
"992","ha35_7","smoking (cigarettes in last 24 hours)","hh"
"993","ha40_1","body mass index","hh"
"994","ha40_2","body mass index","hh"
"995","ha40_3","body mass index","hh"
"996","ha40_4","body mass index","hh"
"997","ha40_5","body mass index","hh"
"998","ha40_6","body mass index","hh"
"999","ha40_7","body mass index","hh"
"1000","ha41_1","rohrer's index","hh"
"1001","ha41_2","rohrer's index","hh"
"1002","ha41_3","rohrer's index","hh"
"1003","ha41_4","rohrer's index","hh"
"1004","ha41_5","rohrer's index","hh"
"1005","ha41_6","rohrer's index","hh"
"1006","ha41_7","rohrer's index","hh"
"1007","ha50_1","under age 18","hh"
"1008","ha50_2","under age 18","hh"
"1009","ha50_3","under age 18","hh"
"1010","ha50_4","under age 18","hh"
"1011","ha50_5","under age 18","hh"
"1012","ha50_6","under age 18","hh"
"1013","ha50_7","under age 18","hh"
"1014","ha51_1","line number of parent/caretaker","hh"
"1015","ha51_2","line number of parent/caretaker","hh"
"1016","ha51_3","line number of parent/caretaker","hh"
"1017","ha51_4","line number of parent/caretaker","hh"
"1018","ha51_5","line number of parent/caretaker","hh"
"1019","ha51_6","line number of parent/caretaker","hh"
"1020","ha51_7","line number of parent/caretaker","hh"
"1021","ha52_1","read consent statement - hemoglobin","hh"
"1022","ha52_2","read consent statement - hemoglobin","hh"
"1023","ha52_3","read consent statement - hemoglobin","hh"
"1024","ha52_4","read consent statement - hemoglobin","hh"
"1025","ha52_5","read consent statement - hemoglobin","hh"
"1026","ha52_6","read consent statement - hemoglobin","hh"
"1027","ha52_7","read consent statement - hemoglobin","hh"
"1028","ha53_1","hemoglobin level (g/dl - 1 decimal)","hh"
"1029","ha53_2","hemoglobin level (g/dl - 1 decimal)","hh"
"1030","ha53_3","hemoglobin level (g/dl - 1 decimal)","hh"
"1031","ha53_4","hemoglobin level (g/dl - 1 decimal)","hh"
"1032","ha53_5","hemoglobin level (g/dl - 1 decimal)","hh"
"1033","ha53_6","hemoglobin level (g/dl - 1 decimal)","hh"
"1034","ha53_7","hemoglobin level (g/dl - 1 decimal)","hh"
"1035","ha54_1","currently pregnant","hh"
"1036","ha54_2","currently pregnant","hh"
"1037","ha54_3","currently pregnant","hh"
"1038","ha54_4","currently pregnant","hh"
"1039","ha54_5","currently pregnant","hh"
"1040","ha54_6","currently pregnant","hh"
"1041","ha54_7","currently pregnant","hh"
"1042","ha55_1","result of measurement - hemoglobin","hh"
"1043","ha55_2","result of measurement - hemoglobin","hh"
"1044","ha55_3","result of measurement - hemoglobin","hh"
"1045","ha55_4","result of measurement - hemoglobin","hh"
"1046","ha55_5","result of measurement - hemoglobin","hh"
"1047","ha55_6","result of measurement - hemoglobin","hh"
"1048","ha55_7","result of measurement - hemoglobin","hh"
"1049","ha56_1","adjusted for altitude and smoking (g/dl - 1 decimal)","hh"
"1050","ha56_2","adjusted for altitude and smoking (g/dl - 1 decimal)","hh"
"1051","ha56_3","adjusted for altitude and smoking (g/dl - 1 decimal)","hh"
"1052","ha56_4","adjusted for altitude and smoking (g/dl - 1 decimal)","hh"
"1053","ha56_5","adjusted for altitude and smoking (g/dl - 1 decimal)","hh"
"1054","ha56_6","adjusted for altitude and smoking (g/dl - 1 decimal)","hh"
"1055","ha56_7","adjusted for altitude and smoking (g/dl - 1 decimal)","hh"
"1056","ha57_1","anemia level","hh"
"1057","ha57_2","anemia level","hh"
"1058","ha57_3","anemia level","hh"
"1059","ha57_4","anemia level","hh"
"1060","ha57_5","anemia level","hh"
"1061","ha57_6","anemia level","hh"
"1062","ha57_7","anemia level","hh"
"1063","ha60_1","marital status","hh"
"1064","ha60_2","marital status","hh"
"1065","ha60_3","marital status","hh"
"1066","ha60_4","marital status","hh"
"1067","ha60_5","marital status","hh"
"1068","ha60_6","marital status","hh"
"1069","ha60_7","marital status","hh"
"1070","ha61_1","read consent statement - hiv","hh"
"1071","ha61_2","read consent statement - hiv","hh"
"1072","ha61_3","read consent statement - hiv","hh"
"1073","ha61_4","read consent statement - hiv","hh"
"1074","ha61_5","read consent statement - hiv","hh"
"1075","ha61_6","read consent statement - hiv","hh"
"1076","ha61_7","read consent statement - hiv","hh"
"1077","ha62_1","bar code for hiv blood sample","hh"
"1078","ha62_2","bar code for hiv blood sample","hh"
"1079","ha62_3","bar code for hiv blood sample","hh"
"1080","ha62_4","bar code for hiv blood sample","hh"
"1081","ha62_5","bar code for hiv blood sample","hh"
"1082","ha62_6","bar code for hiv blood sample","hh"
"1083","ha62_7","bar code for hiv blood sample","hh"
"1084","ha63_1","result of measurement - hiv","hh"
"1085","ha63_2","result of measurement - hiv","hh"
"1086","ha63_3","result of measurement - hiv","hh"
"1087","ha63_4","result of measurement - hiv","hh"
"1088","ha63_5","result of measurement - hiv","hh"
"1089","ha63_6","result of measurement - hiv","hh"
"1090","ha63_7","result of measurement - hiv","hh"
"1091","ha65_1","result of woman's individual interview","hh"
"1092","ha65_2","result of woman's individual interview","hh"
"1093","ha65_3","result of woman's individual interview","hh"
"1094","ha65_4","result of woman's individual interview","hh"
"1095","ha65_5","result of woman's individual interview","hh"
"1096","ha65_6","result of woman's individual interview","hh"
"1097","ha65_7","result of woman's individual interview","hh"
"1098","ha66_1","woman's highest educational level","hh"
"1099","ha66_2","woman's highest educational level","hh"
"1100","ha66_3","woman's highest educational level","hh"
"1101","ha66_4","woman's highest educational level","hh"
"1102","ha66_5","woman's highest educational level","hh"
"1103","ha66_6","woman's highest educational level","hh"
"1104","ha66_7","woman's highest educational level","hh"
"1105","ha67_1","woman's highest year of education","hh"
"1106","ha67_2","woman's highest year of education","hh"
"1107","ha67_3","woman's highest year of education","hh"
"1108","ha67_4","woman's highest year of education","hh"
"1109","ha67_5","woman's highest year of education","hh"
"1110","ha67_6","woman's highest year of education","hh"
"1111","ha67_7","woman's highest year of education","hh"
"1112","ha68_1","woman's highest educational level (for preliminary and final report)","hh"
"1113","ha68_2","woman's highest educational level (for preliminary and final report)","hh"
"1114","ha68_3","woman's highest educational level (for preliminary and final report)","hh"
"1115","ha68_4","woman's highest educational level (for preliminary and final report)","hh"
"1116","ha68_5","woman's highest educational level (for preliminary and final report)","hh"
"1117","ha68_6","woman's highest educational level (for preliminary and final report)","hh"
"1118","ha68_7","woman's highest educational level (for preliminary and final report)","hh"
"1119","ha69_1","hiv weight (6 decimals)","hh"
"1120","ha69_2","hiv weight (6 decimals)","hh"
"1121","ha69_3","hiv weight (6 decimals)","hh"
"1122","ha69_4","hiv weight (6 decimals)","hh"
"1123","ha69_5","hiv weight (6 decimals)","hh"
"1124","ha69_6","hiv weight (6 decimals)","hh"
"1125","ha69_7","hiv weight (6 decimals)","hh"
"1126","ha70_1","interviewer that took blood for hiv testing","hh"
"1127","ha70_2","interviewer that took blood for hiv testing","hh"
"1128","ha70_3","interviewer that took blood for hiv testing","hh"
"1129","ha70_4","interviewer that took blood for hiv testing","hh"
"1130","ha70_5","interviewer that took blood for hiv testing","hh"
"1131","ha70_6","interviewer that took blood for hiv testing","hh"
"1132","ha70_7","interviewer that took blood for hiv testing","hh"
"1133","hc0_1","index to household schedule","hh"
"1134","hc0_2","index to household schedule","hh"
"1135","hc0_3","index to household schedule","hh"
"1136","hc0_4","index to household schedule","hh"
"1137","hc0_5","index to household schedule","hh"
"1138","hc0_6","index to household schedule","hh"
"1139","hc0_7","index to household schedule","hh"
"1140","hc1_1","child's age in months","hh"
"1141","hc1_2","child's age in months","hh"
"1142","hc1_3","child's age in months","hh"
"1143","hc1_4","child's age in months","hh"
"1144","hc1_5","child's age in months","hh"
"1145","hc1_6","child's age in months","hh"
"1146","hc1_7","child's age in months","hh"
"1147","hc2_1","child's weight in kilograms (1 decimal)","hh"
"1148","hc2_2","child's weight in kilograms (1 decimal)","hh"
"1149","hc2_3","child's weight in kilograms (1 decimal)","hh"
"1150","hc2_4","child's weight in kilograms (1 decimal)","hh"
"1151","hc2_5","child's weight in kilograms (1 decimal)","hh"
"1152","hc2_6","child's weight in kilograms (1 decimal)","hh"
"1153","hc2_7","child's weight in kilograms (1 decimal)","hh"
"1154","hc3_1","child's height in centimeters (1 decimal)","hh"
"1155","hc3_2","child's height in centimeters (1 decimal)","hh"
"1156","hc3_3","child's height in centimeters (1 decimal)","hh"
"1157","hc3_4","child's height in centimeters (1 decimal)","hh"
"1158","hc3_5","child's height in centimeters (1 decimal)","hh"
"1159","hc3_6","child's height in centimeters (1 decimal)","hh"
"1160","hc3_7","child's height in centimeters (1 decimal)","hh"
"1161","hc4_1","height/age percentile","hh"
"1162","hc4_2","height/age percentile","hh"
"1163","hc4_3","height/age percentile","hh"
"1164","hc4_4","height/age percentile","hh"
"1165","hc4_5","height/age percentile","hh"
"1166","hc4_6","height/age percentile","hh"
"1167","hc4_7","height/age percentile","hh"
"1168","hc5_1","height/age standard deviation","hh"
"1169","hc5_2","height/age standard deviation","hh"
"1170","hc5_3","height/age standard deviation","hh"
"1171","hc5_4","height/age standard deviation","hh"
"1172","hc5_5","height/age standard deviation","hh"
"1173","hc5_6","height/age standard deviation","hh"
"1174","hc5_7","height/age standard deviation","hh"
"1175","hc6_1","height/age percent of ref. median","hh"
"1176","hc6_2","height/age percent of ref. median","hh"
"1177","hc6_3","height/age percent of ref. median","hh"
"1178","hc6_4","height/age percent of ref. median","hh"
"1179","hc6_5","height/age percent of ref. median","hh"
"1180","hc6_6","height/age percent of ref. median","hh"
"1181","hc6_7","height/age percent of ref. median","hh"
"1182","hc7_1","weight/age percentile","hh"
"1183","hc7_2","weight/age percentile","hh"
"1184","hc7_3","weight/age percentile","hh"
"1185","hc7_4","weight/age percentile","hh"
"1186","hc7_5","weight/age percentile","hh"
"1187","hc7_6","weight/age percentile","hh"
"1188","hc7_7","weight/age percentile","hh"
"1189","hc8_1","weight/age standard deviation","hh"
"1190","hc8_2","weight/age standard deviation","hh"
"1191","hc8_3","weight/age standard deviation","hh"
"1192","hc8_4","weight/age standard deviation","hh"
"1193","hc8_5","weight/age standard deviation","hh"
"1194","hc8_6","weight/age standard deviation","hh"
"1195","hc8_7","weight/age standard deviation","hh"
"1196","hc9_1","weight/age percent of ref. median","hh"
"1197","hc9_2","weight/age percent of ref. median","hh"
"1198","hc9_3","weight/age percent of ref. median","hh"
"1199","hc9_4","weight/age percent of ref. median","hh"
"1200","hc9_5","weight/age percent of ref. median","hh"
"1201","hc9_6","weight/age percent of ref. median","hh"
"1202","hc9_7","weight/age percent of ref. median","hh"
"1203","hc10_1","weight/height percentile","hh"
"1204","hc10_2","weight/height percentile","hh"
"1205","hc10_3","weight/height percentile","hh"
"1206","hc10_4","weight/height percentile","hh"
"1207","hc10_5","weight/height percentile","hh"
"1208","hc10_6","weight/height percentile","hh"
"1209","hc10_7","weight/height percentile","hh"
"1210","hc11_1","weight/height standard deviation","hh"
"1211","hc11_2","weight/height standard deviation","hh"
"1212","hc11_3","weight/height standard deviation","hh"
"1213","hc11_4","weight/height standard deviation","hh"
"1214","hc11_5","weight/height standard deviation","hh"
"1215","hc11_6","weight/height standard deviation","hh"
"1216","hc11_7","weight/height standard deviation","hh"
"1217","hc12_1","weight/height percent of ref. median","hh"
"1218","hc12_2","weight/height percent of ref. median","hh"
"1219","hc12_3","weight/height percent of ref. median","hh"
"1220","hc12_4","weight/height percent of ref. median","hh"
"1221","hc12_5","weight/height percent of ref. median","hh"
"1222","hc12_6","weight/height percent of ref. median","hh"
"1223","hc12_7","weight/height percent of ref. median","hh"
"1224","hc13_1","result of measurement - height/weight","hh"
"1225","hc13_2","result of measurement - height/weight","hh"
"1226","hc13_3","result of measurement - height/weight","hh"
"1227","hc13_4","result of measurement - height/weight","hh"
"1228","hc13_5","result of measurement - height/weight","hh"
"1229","hc13_6","result of measurement - height/weight","hh"
"1230","hc13_7","result of measurement - height/weight","hh"
"1231","hc15_1","height: lying or standing","hh"
"1232","hc15_2","height: lying or standing","hh"
"1233","hc15_3","height: lying or standing","hh"
"1234","hc15_4","height: lying or standing","hh"
"1235","hc15_5","height: lying or standing","hh"
"1236","hc15_6","height: lying or standing","hh"
"1237","hc15_7","height: lying or standing","hh"
"1238","hc16_1","day of birth","hh"
"1239","hc16_2","day of birth","hh"
"1240","hc16_3","day of birth","hh"
"1241","hc16_4","day of birth","hh"
"1242","hc16_5","day of birth","hh"
"1243","hc16_6","day of birth","hh"
