"","var","varDescrip","module"
"888","m42c_6","during pregnancy: blood pressure taken","women"
"889","m42d_1","during pregnancy: urine sample taken","women"
"890","m42d_2","during pregnancy: urine sample taken","women"
"891","m42d_3","during pregnancy: urine sample taken","women"
"892","m42d_4","during pregnancy: urine sample taken","women"
"893","m42d_5","during pregnancy: urine sample taken","women"
"894","m42d_6","during pregnancy: urine sample taken","women"
"895","m42e_1","during pregnancy: blood sample taken","women"
"896","m42e_2","during pregnancy: blood sample taken","women"
"897","m42e_3","during pregnancy: blood sample taken","women"
"898","m42e_4","during pregnancy: blood sample taken","women"
"899","m42e_5","during pregnancy: blood sample taken","women"
"900","m42e_6","during pregnancy: blood sample taken","women"
"901","m43_1","told about pregnancy complications","women"
"902","m43_2","told about pregnancy complications","women"
"903","m43_3","told about pregnancy complications","women"
"904","m43_4","told about pregnancy complications","women"
"905","m43_5","told about pregnancy complications","women"
"906","m43_6","told about pregnancy complications","women"
"907","m45_1","during pregnancy, given or bought iron tablets/syrup","women"
"908","m45_2","during pregnancy, given or bought iron tablets/syrup","women"
"909","m45_3","during pregnancy, given or bought iron tablets/syrup","women"
"910","m45_4","during pregnancy, given or bought iron tablets/syrup","women"
"911","m45_5","during pregnancy, given or bought iron tablets/syrup","women"
"912","m45_6","during pregnancy, given or bought iron tablets/syrup","women"
"913","m46_1","days tablets or syrup taken","women"
"914","m46_2","days tablets or syrup taken","women"
"915","m46_3","days tablets or syrup taken","women"
"916","m46_4","days tablets or syrup taken","women"
"917","m46_5","days tablets or syrup taken","women"
"918","m46_6","days tablets or syrup taken","women"
"919","m49c_1","during pregnancy took: coartem for malaria","women"
"920","m49c_2","during pregnancy took: coartem for malaria","women"
"921","m49c_3","during pregnancy took: coartem for malaria","women"
"922","m49c_4","during pregnancy took: coartem for malaria","women"
"923","m49c_5","during pregnancy took: coartem for malaria","women"
"924","m49c_6","during pregnancy took: coartem for malaria","women"
"925","m49d_1","during pregnancy took: quinine for malaria","women"
"926","m49d_2","during pregnancy took: quinine for malaria","women"
"927","m49d_3","during pregnancy took: quinine for malaria","women"
"928","m49d_4","during pregnancy took: quinine for malaria","women"
"929","m49d_5","during pregnancy took: quinine for malaria","women"
"930","m49d_6","during pregnancy took: quinine for malaria","women"
"931","m49x_1","during pregnancy took: other drug for malaria","women"
"932","m49x_2","during pregnancy took: other drug for malaria","women"
"933","m49x_3","during pregnancy took: other drug for malaria","women"
"934","m49x_4","during pregnancy took: other drug for malaria","women"
"935","m49x_5","during pregnancy took: other drug for malaria","women"
"936","m49x_6","during pregnancy took: other drug for malaria","women"
"937","m49z_1","during pregnancy took: don't know","women"
"938","m49z_2","during pregnancy took: don't know","women"
"939","m49z_3","during pregnancy took: don't know","women"
"940","m49z_4","during pregnancy took: don't know","women"
"941","m49z_5","during pregnancy took: don't know","women"
"942","m49z_6","during pregnancy took: don't know","women"
"943","m49y_1","during pregnancy took: no drug for malaria","women"
"944","m49y_2","during pregnancy took: no drug for malaria","women"
"945","m49y_3","during pregnancy took: no drug for malaria","women"
"946","m49y_4","during pregnancy took: no drug for malaria","women"
"947","m49y_5","during pregnancy took: no drug for malaria","women"
"948","m49y_6","during pregnancy took: no drug for malaria","women"
"949","m50_1","respondent's check up after delivery","women"
"950","m50_2","respondent's check up after delivery","women"
"951","m50_3","respondent's check up after delivery","women"
"952","m50_4","respondent's check up after delivery","women"
"953","m50_5","respondent's check up after delivery","women"
"954","m50_6","respondent's check up after delivery","women"
"955","m51_1","respondent's checkup after deliver timing","women"
"956","m51_2","respondent's checkup after deliver timing","women"
"957","m51_3","respondent's checkup after deliver timing","women"
"958","m51_4","respondent's checkup after deliver timing","women"
"959","m51_5","respondent's checkup after deliver timing","women"
"960","m51_6","respondent's checkup after deliver timing","women"
"961","m52_1","respondent's health professional checked up after delivery","women"
"962","m52_2","respondent's health professional checked up after delivery","women"
"963","m52_3","respondent's health professional checked up after delivery","women"
"964","m52_4","respondent's health professional checked up after delivery","women"
"965","m52_5","respondent's health professional checked up after delivery","women"
"966","m52_6","respondent's health professional checked up after delivery","women"
"967","m54_1","received vitamin a dose in first 2 months after delivery","women"
"968","m54_2","received vitamin a dose in first 2 months after delivery","women"
"969","m54_3","received vitamin a dose in first 2 months after delivery","women"
"970","m54_4","received vitamin a dose in first 2 months after delivery","women"
"971","m54_5","received vitamin a dose in first 2 months after delivery","women"
"972","m54_6","received vitamin a dose in first 2 months after delivery","women"
"973","m55a_1","first 3 days, given milk (other than breast milk)","women"
"974","m55a_2","first 3 days, given milk (other than breast milk)","women"
"975","m55a_3","first 3 days, given milk (other than breast milk)","women"
"976","m55a_4","first 3 days, given milk (other than breast milk)","women"
"977","m55a_5","first 3 days, given milk (other than breast milk)","women"
"978","m55a_6","first 3 days, given milk (other than breast milk)","women"
"979","m55b_1","first 3 days, given plain water","women"
"980","m55b_2","first 3 days, given plain water","women"
"981","m55b_3","first 3 days, given plain water","women"
"982","m55b_4","first 3 days, given plain water","women"
"983","m55b_5","first 3 days, given plain water","women"
"984","m55b_6","first 3 days, given plain water","women"
"985","m55c_1","first 3 days, given sugar/glucose water","women"
"986","m55c_2","first 3 days, given sugar/glucose water","women"
"987","m55c_3","first 3 days, given sugar/glucose water","women"
"988","m55c_4","first 3 days, given sugar/glucose water","women"
"989","m55c_5","first 3 days, given sugar/glucose water","women"
"990","m55c_6","first 3 days, given sugar/glucose water","women"
"991","m55d_1","first 3 days, given gripe water","women"
"992","m55d_2","first 3 days, given gripe water","women"
"993","m55d_3","first 3 days, given gripe water","women"
"994","m55d_4","first 3 days, given gripe water","women"
"995","m55d_5","first 3 days, given gripe water","women"
"996","m55d_6","first 3 days, given gripe water","women"
"997","m55e_1","first 3 days, given sugar/salt solution","women"
"998","m55e_2","first 3 days, given sugar/salt solution","women"
"999","m55e_3","first 3 days, given sugar/salt solution","women"
"1000","m55e_4","first 3 days, given sugar/salt solution","women"
"1001","m55e_5","first 3 days, given sugar/salt solution","women"
"1002","m55e_6","first 3 days, given sugar/salt solution","women"
"1003","m55f_1","first 3 days, given fruit juice","women"
"1004","m55f_2","first 3 days, given fruit juice","women"
"1005","m55f_3","first 3 days, given fruit juice","women"
"1006","m55f_4","first 3 days, given fruit juice","women"
"1007","m55f_5","first 3 days, given fruit juice","women"
"1008","m55f_6","first 3 days, given fruit juice","women"
"1009","m55g_1","first 3 days, given infant formula","women"
"1010","m55g_2","first 3 days, given infant formula","women"
"1011","m55g_3","first 3 days, given infant formula","women"
"1012","m55g_4","first 3 days, given infant formula","women"
"1013","m55g_5","first 3 days, given infant formula","women"
"1014","m55g_6","first 3 days, given infant formula","women"
"1015","m55h_1","first 3 days, given tea/infusions","women"
"1016","m55h_2","first 3 days, given tea/infusions","women"
"1017","m55h_3","first 3 days, given tea/infusions","women"
"1018","m55h_4","first 3 days, given tea/infusions","women"
"1019","m55h_5","first 3 days, given tea/infusions","women"
"1020","m55h_6","first 3 days, given tea/infusions","women"
"1021","m55i_1","first 3 days, given honey","women"
"1022","m55i_2","first 3 days, given honey","women"
"1023","m55i_3","first 3 days, given honey","women"
"1024","m55i_4","first 3 days, given honey","women"
"1025","m55i_5","first 3 days, given honey","women"
"1026","m55i_6","first 3 days, given honey","women"
"1027","m55j_1","first 3 days, given coffee","women"
"1028","m55j_2","first 3 days, given coffee","women"
"1029","m55j_3","first 3 days, given coffee","women"
"1030","m55j_4","first 3 days, given coffee","women"
"1031","m55j_5","first 3 days, given coffee","women"
"1032","m55j_6","first 3 days, given coffee","women"
"1033","m55x_1","first 3 days, given other","women"
"1034","m55x_2","first 3 days, given other","women"
"1035","m55x_3","first 3 days, given other","women"
"1036","m55x_4","first 3 days, given other","women"
"1037","m55x_5","first 3 days, given other","women"
"1038","m55x_6","first 3 days, given other","women"
"1039","m55z_1","first 3 days, given nothing","women"
"1040","m55z_2","first 3 days, given nothing","women"
"1041","m55z_3","first 3 days, given nothing","women"
"1042","m55z_4","first 3 days, given nothing","women"
"1043","m55z_5","first 3 days, given nothing","women"
"1044","m55z_6","first 3 days, given nothing","women"
"1045","m57a_1","antenatal care: respondent's home","women"
"1046","m57a_2","antenatal care: respondent's home","women"
"1047","m57a_3","antenatal care: respondent's home","women"
"1048","m57a_4","antenatal care: respondent's home","women"
"1049","m57a_5","antenatal care: respondent's home","women"
"1050","m57a_6","antenatal care: respondent's home","women"
"1051","m57b_1","antenatal care: other home","women"
"1052","m57b_2","antenatal care: other home","women"
"1053","m57b_3","antenatal care: other home","women"
"1054","m57b_4","antenatal care: other home","women"
"1055","m57b_5","antenatal care: other home","women"
"1056","m57b_6","antenatal care: other home","women"
"1057","m57e_1","antenatal care: government hospital","women"
"1058","m57e_2","antenatal care: government hospital","women"
"1059","m57e_3","antenatal care: government hospital","women"
"1060","m57e_4","antenatal care: government hospital","women"
"1061","m57e_5","antenatal care: government hospital","women"
"1062","m57e_6","antenatal care: government hospital","women"
"1063","m57f_1","antenatal care: provincial/district hospital","women"
"1064","m57f_2","antenatal care: provincial/district hospital","women"
"1065","m57f_3","antenatal care: provincial/district hospital","women"
"1066","m57f_4","antenatal care: provincial/district hospital","women"
"1067","m57f_5","antenatal care: provincial/district hospital","women"
"1068","m57f_6","antenatal care: provincial/district hospital","women"
"1069","m57g_1","antenatal care: health center","women"
"1070","m57g_2","antenatal care: health center","women"
"1071","m57g_3","antenatal care: health center","women"
"1072","m57g_4","antenatal care: health center","women"
"1073","m57g_5","antenatal care: health center","women"
"1074","m57g_6","antenatal care: health center","women"
"1075","m57h_1","antenatal care: health post","women"
"1076","m57h_2","antenatal care: health post","women"
"1077","m57h_3","antenatal care: health post","women"
"1078","m57h_4","antenatal care: health post","women"
"1079","m57h_5","antenatal care: health post","women"
"1080","m57h_6","antenatal care: health post","women"
"1081","m57i_1","antenatal care: other public facility","women"
"1082","m57i_2","antenatal care: other public facility","women"
"1083","m57i_3","antenatal care: other public facility","women"
"1084","m57i_4","antenatal care: other public facility","women"
"1085","m57i_5","antenatal care: other public facility","women"
"1086","m57i_6","antenatal care: other public facility","women"
"1087","m57m_1","antenatal care: clinic","women"
"1088","m57m_2","antenatal care: clinic","women"
"1089","m57m_3","antenatal care: clinic","women"
"1090","m57m_4","antenatal care: clinic","women"
"1091","m57m_5","antenatal care: clinic","women"
"1092","m57m_6","antenatal care: clinic","women"
"1093","m57n_1","antenatal care: polyclinic","women"
"1094","m57n_2","antenatal care: polyclinic","women"
"1095","m57n_3","antenatal care: polyclinic","women"
"1096","m57n_4","antenatal care: polyclinic","women"
"1097","m57n_5","antenatal care: polyclinic","women"
"1098","m57n_6","antenatal care: polyclinic","women"
"1099","m57o_1","antenatal care: dispensary","women"
"1100","m57o_2","antenatal care: dispensary","women"
"1101","m57o_3","antenatal care: dispensary","women"
"1102","m57o_4","antenatal care: dispensary","women"
"1103","m57o_5","antenatal care: dispensary","women"
"1104","m57o_6","antenatal care: dispensary","women"
"1105","m57p_1","antenatal care: other private medical","women"
"1106","m57p_2","antenatal care: other private medical","women"
"1107","m57p_3","antenatal care: other private medical","women"
"1108","m57p_4","antenatal care: other private medical","women"
"1109","m57p_5","antenatal care: other private medical","women"
"1110","m57p_6","antenatal care: other private medical","women"
"1111","m57x_1","antenatal care: other","women"
"1112","m57x_2","antenatal care: other","women"
"1113","m57x_3","antenatal care: other","women"
"1114","m57x_4","antenatal care: other","women"
"1115","m57x_5","antenatal care: other","women"
"1116","m57x_6","antenatal care: other","women"
"1117","m60_1","drugs for intestinal parasites during pregnancy","women"
"1118","m60_2","drugs for intestinal parasites during pregnancy","women"
"1119","m60_3","drugs for intestinal parasites during pregnancy","women"
"1120","m60_4","drugs for intestinal parasites during pregnancy","women"
"1121","m60_5","drugs for intestinal parasites during pregnancy","women"
"1122","m60_6","drugs for intestinal parasites during pregnancy","women"
"1123","m62_1","respondent's health checked before discharge","women"
"1124","m62_2","respondent's health checked before discharge","women"
"1125","m62_3","respondent's health checked before discharge","women"
"1126","m62_4","respondent's health checked before discharge","women"
"1127","m62_5","respondent's health checked before discharge","women"
"1128","m62_6","respondent's health checked before discharge","women"
"1129","m66_1","respondent's health checked after discharge/delivery at home","women"
"1130","m66_2","respondent's health checked after discharge/delivery at home","women"
"1131","m66_3","respondent's health checked after discharge/delivery at home","women"
"1132","m66_4","respondent's health checked after discharge/delivery at home","women"
"1133","m66_5","respondent's health checked after discharge/delivery at home","women"
"1134","m66_6","respondent's health checked after discharge/delivery at home","women"
"1135","m70_1","baby postnatal check within 2 months","women"
"1136","m70_2","baby postnatal check within 2 months","women"
"1137","m70_3","baby postnatal check within 2 months","women"
"1138","m70_4","baby postnatal check within 2 months","women"
"1139","m70_5","baby postnatal check within 2 months","women"
"1140","m70_6","baby postnatal check within 2 months","women"
"1141","m71_1","time after delivery postnatal check took place","women"
"1142","m71_2","time after delivery postnatal check took place","women"
"1143","m71_3","time after delivery postnatal check took place","women"
"1144","m71_4","time after delivery postnatal check took place","women"
"1145","m71_5","time after delivery postnatal check took place","women"
"1146","m71_6","time after delivery postnatal check took place","women"
"1147","m72_1","person who performed postnatal checkup","women"
"1148","m72_2","person who performed postnatal checkup","women"
"1149","m72_3","person who performed postnatal checkup","women"
"1150","m72_4","person who performed postnatal checkup","women"
"1151","m72_5","person who performed postnatal checkup","women"
"1152","m72_6","person who performed postnatal checkup","women"
"1153","m73_1","place baby was first checked","women"
"1154","m73_2","place baby was first checked","women"
"1155","m73_3","place baby was first checked","women"
"1156","m73_4","place baby was first checked","women"
"1157","m73_5","place baby was first checked","women"
"1158","m73_6","place baby was first checked","women"
"1159","v401","last birth a caesarean section","women"
"1160","v404","currently breastfeeding","women"
"1161","v405","currently amenorrheic","women"
"1162","v406","currently abstaining","women"
"1163","v409","gave child plain water","women"
"1164","v410","gave child juice","women"
"1165","v411","gave child tinned, powdered or fresh milk","women"
"1166","v411a","gave child baby formula","women"
"1167","v412a","gave child fortified baby food (cerelac, etc)","women"
"1168","v412c","gave child soup/clear broth","women"
"1169","v413","gave child other liquid","women"
"1170","v414e","gave child bread, noodles, other made from grains","women"
"1171","v414f","gave child potatoes, cassava, or other tubers","women"
"1172","v414g","gave child eggs","women"
"1173","v414h","gave child meat (beef, pork, lamb, chicken, etc)","women"
"1174","v414i","gave child pumpkin, carrots, squash (yellow or orange inside)","women"
"1175","v414j","gave child any dark green leafy vegetables","women"
"1176","v414k","gave child mangoes, papayas, other vitamin a fruits","women"
"1177","v414l","gave child any other fruits","women"
"1178","v414m","gave child liver, heart, other organs","women"
"1179","v414n","gave child fish or shellfish","women"
"1180","v414o","gave child food made from beans, peas, lentils, nuts","women"
"1181","v414p","gave child cheese, yogurt, other milk products","women"
"1182","v414s","gave child other solid-semisolid food","women"
"1183","v414v","gave child yogurt","women"
"1184","v415","drank from bottle with nipple yesterday/last night","women"
"1185","v416","heard of oral rehydration","women"
"1186","v417","entries in maternity table","women"
"1187","v418","entries in health table","women"
"1188","v419","entries in height/weight table","women"
"1189","v426","when child put to breast","women"
"1190","v437","respondent's weight in kilograms (1 decimal)","women"
"1191","v438","respondent's height in centimeters (1 decimal)","women"
"1192","v439","height/age percentile","women"
"1193","v440","height/age standard deviation","women"
"1194","v441","height/age percent ref. median","women"
"1195","v442","weight/height percent ref. median (dhs)","women"
"1196","v443","weight/height percent ref. median (fog)","women"
"1197","v444","weight/height percent ref. median (who)","women"
"1198","v444a","weight/height standard deviation (dhs)","women"
"1199","v445","body mass index","women"
"1200","v446","rohrer's index","women"
"1201","v447","result of measurement - height/weight","women"
"1202","v447a","women's age in years (from household questionnaire)","women"
"1203","v452a","under age 18 (from household questionnaire)","women"
"1204","v452b","line number of parent/caretaker","women"
"1205","v452c","read consent statement - hemoglobin","women"
"1206","v453","hemoglobin level (g/dl - 1 decimal)","women"
"1207","v454","currently pregnant (from household questionnaire)","women"
"1208","v455","result of measurement - hemoglobin","women"
"1209","v456","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)","women"
"1210","v457","anemia level","women"
"1211","v459","have mosquito bed net for sleeping (from household questionnaire)","women"
"1212","v460","children under 5 slept under mosquito bed net last night (household questionnair","women"
"1213","v461","respondent slept under mosquito bed net","women"
"1214","v463a","smokes cigarettes","women"
"1215","v463b","smokes pipe","women"
"1216","v463c","uses chewing tobacco","women"
"1217","v463d","uses snuff","women"
"1218","v463x","smokes other","women"
"1219","v463z","does not use tobacco","women"
"1220","v464","number of cigarettes in last 24 hours","women"
"1221","v465","disposal of youngest child's stools when not using toilet","women"
"1222","v467b","getting medical help for self: getting permission to go","women"
"1223","v467c","getting medical help for self: getting money needed for treatment","women"
"1224","v467d","getting medical help for self: distance to health facility","women"
"1225","v467f","getting medical help for self: not wanting to go alone","women"
"1226","v468","record for last birth","women"
"1227","v469e","times gave child powdered/tinned/fresh milk","women"
"1228","v469f","times gave child infant formula","women"
"1229","v469x","times gave child yogurt","women"
"1230","v473a","read consent statement - hiv","women"
"1231","v473b","result of measurement - hiv","women"
"1232","v474","heard of tuberculosis or tb","women"
"1233","v474a","tuberculosis spread by: air when coughing or sneezing","women"
"1234","v474b","tuberculosis spread by: sharing utensils","women"
"1235","v474c","tuberculosis spread by: touching a person with tb","women"
"1236","v474d","tuberculosis spread by: food","women"
"1237","v474e","tuberculosis spread by: sexual contact","women"
"1238","v474f","tuberculosis spread by: mosquito bites","women"
"1239","v474g","tuberculosis spread by: smoking","women"
"1240","v474h","tuberculosis spread by: hiv / other illnesses","women"
"1241","v474i","tuberculosis spread by: witchcraft","women"
"1242","v474j","tuberculosis spread by: cow milk, eggs, meat","women"
"1243","v474k","tuberculosis spread by: unsafe water or food","women"
"1244","v474x","tuberculosis spread by: other","women"
"1245","v474z","tuberculosis spread by: don't know","women"
"1246","v477","number of injections in last 12 months","women"
"1247","v478","number of injections administered by a health worker","women"
"1248","v480","syringe and needle from new, unopened package","women"
"1249","hidx_1","index to birth history","women"
"1250","hidx_2","index to birth history","women"
"1251","hidx_3","index to birth history","women"
"1252","hidx_4","index to birth history","women"
"1253","hidx_5","index to birth history","women"
"1254","hidx_6","index to birth history","women"
"1255","h1_1","has health card","women"
"1256","h1_2","has health card","women"
"1257","h1_3","has health card","women"
"1258","h1_4","has health card","women"
"1259","h1_5","has health card","women"
"1260","h1_6","has health card","women"
"1261","h2_1","received bcg","women"
"1262","h2_2","received bcg","women"
"1263","h2_3","received bcg","women"
"1264","h2_4","received bcg","women"
"1265","h2_5","received bcg","women"
"1266","h2_6","received bcg","women"
"1267","h2d_1","bcg day","women"
"1268","h2d_2","bcg day","women"
"1269","h2d_3","bcg day","women"
"1270","h2d_4","bcg day","women"
"1271","h2d_5","bcg day","women"
"1272","h2d_6","bcg day","women"
"1273","h2m_1","bcg month","women"
"1274","h2m_2","bcg month","women"
"1275","h2m_3","bcg month","women"
"1276","h2m_4","bcg month","women"
"1277","h2m_5","bcg month","women"
"1278","h2m_6","bcg month","women"
"1279","h2y_1","bcg year","women"
"1280","h2y_2","bcg year","women"
"1281","h2y_3","bcg year","women"
"1282","h2y_4","bcg year","women"
"1283","h2y_5","bcg year","women"
"1284","h2y_6","bcg year","women"
"1285","h3_1","received pentavalent 1","women"
"1286","h3_2","received pentavalent 1","women"
"1287","h3_3","received pentavalent 1","women"
"1288","h3_4","received pentavalent 1","women"
"1289","h3_5","received pentavalent 1","women"
"1290","h3_6","received pentavalent 1","women"
"1291","h3d_1","pentavalent 1 day","women"
"1292","h3d_2","pentavalent 1 day","women"
"1293","h3d_3","pentavalent 1 day","women"
"1294","h3d_4","pentavalent 1 day","women"
"1295","h3d_5","pentavalent 1 day","women"
"1296","h3d_6","pentavalent 1 day","women"
"1297","h3m_1","pentavalent 1 month","women"
"1298","h3m_2","pentavalent 1 month","women"
"1299","h3m_3","pentavalent 1 month","women"
"1300","h3m_4","pentavalent 1 month","women"
"1301","h3m_5","pentavalent 1 month","women"
"1302","h3m_6","pentavalent 1 month","women"
"1303","h3y_1","pentavalent 1 year","women"
"1304","h3y_2","pentavalent 1 year","women"
"1305","h3y_3","pentavalent 1 year","women"
"1306","h3y_4","pentavalent 1 year","women"
"1307","h3y_5","pentavalent 1 year","women"
"1308","h3y_6","pentavalent 1 year","women"
"1309","h4_1","received polio 1","women"
"1310","h4_2","received polio 1","women"
"1311","h4_3","received polio 1","women"
"1312","h4_4","received polio 1","women"
"1313","h4_5","received polio 1","women"
"1314","h4_6","received polio 1","women"
"1315","h4d_1","polio 1 day","women"
"1316","h4d_2","polio 1 day","women"
"1317","h4d_3","polio 1 day","women"
"1318","h4d_4","polio 1 day","women"
"1319","h4d_5","polio 1 day","women"
"1320","h4d_6","polio 1 day","women"
"1321","h4m_1","polio 1 month","women"
"1322","h4m_2","polio 1 month","women"
"1323","h4m_3","polio 1 month","women"
"1324","h4m_4","polio 1 month","women"
"1325","h4m_5","polio 1 month","women"
"1326","h4m_6","polio 1 month","women"
"1327","h4y_1","polio 1 year","women"
"1328","h4y_2","polio 1 year","women"
"1329","h4y_3","polio 1 year","women"
"1330","h4y_4","polio 1 year","women"
"1331","h4y_5","polio 1 year","women"
"1332","h4y_6","polio 1 year","women"
"1333","h5_1","received pentavalent 2","women"
"1334","h5_2","received pentavalent 2","women"
"1335","h5_3","received pentavalent 2","women"
"1336","h5_4","received pentavalent 2","women"
"1337","h5_5","received pentavalent 2","women"
"1338","h5_6","received pentavalent 2","women"
"1339","h5d_1","pentavalent 2 day","women"
"1340","h5d_2","pentavalent 2 day","women"
"1341","h5d_3","pentavalent 2 day","women"
"1342","h5d_4","pentavalent 2 day","women"
"1343","h5d_5","pentavalent 2 day","women"
"1344","h5d_6","pentavalent 2 day","women"
"1345","h5m_1","pentavalent 2 month","women"
"1346","h5m_2","pentavalent 2 month","women"
"1347","h5m_3","pentavalent 2 month","women"
"1348","h5m_4","pentavalent 2 month","women"
"1349","h5m_5","pentavalent 2 month","women"
"1350","h5m_6","pentavalent 2 month","women"
"1351","h5y_1","pentavalent 2 year","women"
"1352","h5y_2","pentavalent 2 year","women"
"1353","h5y_3","pentavalent 2 year","women"
"1354","h5y_4","pentavalent 2 year","women"
"1355","h5y_5","pentavalent 2 year","women"
"1356","h5y_6","pentavalent 2 year","women"
"1357","h6_1","received polio 2","women"
"1358","h6_2","received polio 2","women"
"1359","h6_3","received polio 2","women"
"1360","h6_4","received polio 2","women"
"1361","h6_5","received polio 2","women"
"1362","h6_6","received polio 2","women"
"1363","h6d_1","polio 2 day","women"
"1364","h6d_2","polio 2 day","women"
"1365","h6d_3","polio 2 day","women"
"1366","h6d_4","polio 2 day","women"
"1367","h6d_5","polio 2 day","women"
"1368","h6d_6","polio 2 day","women"
"1369","h6m_1","polio 2 month","women"
"1370","h6m_2","polio 2 month","women"
"1371","h6m_3","polio 2 month","women"
"1372","h6m_4","polio 2 month","women"
"1373","h6m_5","polio 2 month","women"
"1374","h6m_6","polio 2 month","women"
"1375","h6y_1","polio 2 year","women"
"1376","h6y_2","polio 2 year","women"
"1377","h6y_3","polio 2 year","women"
"1378","h6y_4","polio 2 year","women"
"1379","h6y_5","polio 2 year","women"
"1380","h6y_6","polio 2 year","women"
"1381","h7_1","received pentavalent 3","women"
"1382","h7_2","received pentavalent 3","women"
"1383","h7_3","received pentavalent 3","women"
"1384","h7_4","received pentavalent 3","women"
"1385","h7_5","received pentavalent 3","women"
"1386","h7_6","received pentavalent 3","women"
"1387","h7d_1","pentavalent 3 day","women"
"1388","h7d_2","pentavalent 3 day","women"
"1389","h7d_3","pentavalent 3 day","women"
"1390","h7d_4","pentavalent 3 day","women"
"1391","h7d_5","pentavalent 3 day","women"
"1392","h7d_6","pentavalent 3 day","women"
"1393","h7m_1","pentavalent 3 month","women"
"1394","h7m_2","pentavalent 3 month","women"
"1395","h7m_3","pentavalent 3 month","women"
"1396","h7m_4","pentavalent 3 month","women"
"1397","h7m_5","pentavalent 3 month","women"
"1398","h7m_6","pentavalent 3 month","women"
"1399","h7y_1","pentavalent 3 year","women"
"1400","h7y_2","pentavalent 3 year","women"
"1401","h7y_3","pentavalent 3 year","women"
"1402","h7y_4","pentavalent 3 year","women"
"1403","h7y_5","pentavalent 3 year","women"
"1404","h7y_6","pentavalent 3 year","women"
"1405","h8_1","received polio 3","women"
"1406","h8_2","received polio 3","women"
"1407","h8_3","received polio 3","women"
"1408","h8_4","received polio 3","women"
"1409","h8_5","received polio 3","women"
"1410","h8_6","received polio 3","women"
"1411","h8d_1","polio 3 day","women"
"1412","h8d_2","polio 3 day","women"
"1413","h8d_3","polio 3 day","women"
"1414","h8d_4","polio 3 day","women"
"1415","h8d_5","polio 3 day","women"
"1416","h8d_6","polio 3 day","women"
"1417","h8m_1","polio 3 month","women"
"1418","h8m_2","polio 3 month","women"
"1419","h8m_3","polio 3 month","women"
"1420","h8m_4","polio 3 month","women"
"1421","h8m_5","polio 3 month","women"
"1422","h8m_6","polio 3 month","women"
"1423","h8y_1","polio 3 year","women"
"1424","h8y_2","polio 3 year","women"
"1425","h8y_3","polio 3 year","women"
"1426","h8y_4","polio 3 year","women"
"1427","h8y_5","polio 3 year","women"
"1428","h8y_6","polio 3 year","women"
"1429","h9_1","received measles","women"
"1430","h9_2","received measles","women"
"1431","h9_3","received measles","women"
"1432","h9_4","received measles","women"
"1433","h9_5","received measles","women"
"1434","h9_6","received measles","women"
"1435","h9d_1","measles day","women"
"1436","h9d_2","measles day","women"
"1437","h9d_3","measles day","women"
"1438","h9d_4","measles day","women"
"1439","h9d_5","measles day","women"
"1440","h9d_6","measles day","women"
"1441","h9m_1","measles month","women"
"1442","h9m_2","measles month","women"
"1443","h9m_3","measles month","women"
"1444","h9m_4","measles month","women"
"1445","h9m_5","measles month","women"
"1446","h9m_6","measles month","women"
"1447","h9y_1","measles year","women"
"1448","h9y_2","measles year","women"
"1449","h9y_3","measles year","women"
"1450","h9y_4","measles year","women"
"1451","h9y_5","measles year","women"
"1452","h9y_6","measles year","women"
"1453","h0_1","received polio 0","women"
"1454","h0_2","received polio 0","women"
"1455","h0_3","received polio 0","women"
"1456","h0_4","received polio 0","women"
"1457","h0_5","received polio 0","women"
"1458","h0_6","received polio 0","women"
"1459","h0d_1","polio 0 day","women"
"1460","h0d_2","polio 0 day","women"
"1461","h0d_3","polio 0 day","women"
"1462","h0d_4","polio 0 day","women"
"1463","h0d_5","polio 0 day","women"
"1464","h0d_6","polio 0 day","women"
"1465","h0m_1","polio 0 month","women"
"1466","h0m_2","polio 0 month","women"
"1467","h0m_3","polio 0 month","women"
"1468","h0m_4","polio 0 month","women"
"1469","h0m_5","polio 0 month","women"
"1470","h0m_6","polio 0 month","women"
"1471","h0y_1","polio 0 year","women"
"1472","h0y_2","polio 0 year","women"
"1473","h0y_3","polio 0 year","women"
"1474","h0y_4","polio 0 year","women"
"1475","h0y_5","polio 0 year","women"
"1476","h0y_6","polio 0 year","women"
"1477","h10_1","ever had vaccination","women"
"1478","h10_2","ever had vaccination","women"
"1479","h10_3","ever had vaccination","women"
"1480","h10_4","ever had vaccination","women"
"1481","h10_5","ever had vaccination","women"
"1482","h10_6","ever had vaccination","women"
"1483","h11_1","had diarrhea recently","women"
"1484","h11_2","had diarrhea recently","women"
"1485","h11_3","had diarrhea recently","women"
"1486","h11_4","had diarrhea recently","women"
"1487","h11_5","had diarrhea recently","women"
"1488","h11_6","had diarrhea recently","women"
"1489","h11b_1","blood in the stools","women"
"1490","h11b_2","blood in the stools","women"
"1491","h11b_3","blood in the stools","women"
"1492","h11b_4","blood in the stools","women"
"1493","h11b_5","blood in the stools","women"
"1494","h11b_6","blood in the stools","women"
"1495","h12a_1","diarrhea: government hospital","women"
"1496","h12a_2","diarrhea: government hospital","women"
"1497","h12a_3","diarrhea: government hospital","women"
"1498","h12a_4","diarrhea: government hospital","women"
